Mod:Item:MetaData, Localized Name
environmentaltech:modifier_jump_boost, Jump Boost Modifier
environmentaltech:modifier_regeneration, Regen Modifier
environmentaltech:modifier_resistance, Resistance Modifier
environmentaltech:modifier_fire_resistance, Fire Resistance Modifier
environmentaltech:modifier_water_breathing, Water Breathing Modifier
environmentaltech:modifier_invisibility, Invisibility Modifier
environmentaltech:modifier_night_vision, Night Vision Modifier
environmentaltech:modifier_health_boost, Health Boost Modifier
environmentaltech:modifier_absorption, Absoption Modifier
environmentaltech:modifier_saturation, Saturation Modifier
environmentaltech:modifier_glowing, Glowing Modifier
environmentaltech:nano_cont_ranged_1, Ranged Nano Bot Beacon Tier 1
environmentaltech:nano_cont_ranged_2, Ranged Nano Bot Beacon Tier 2
environmentaltech:nano_cont_ranged_3, Ranged Nano Bot Beacon Tier 3
environmentaltech:nano_cont_ranged_4, Ranged Nano Bot Beacon Tier 4
environmentaltech:nano_cont_ranged_5, Ranged Nano Bot Beacon Tier 5
environmentaltech:nano_cont_ranged_6, Ranged Nano Bot Beacon Tier 6
environmentaltech:nano_cont_personal_1, Personal Nano Bot Beacon Tier 1
environmentaltech:nano_cont_personal_2, Personal Nano Bot Beacon Tier 2
environmentaltech:nano_cont_personal_3, Personal Nano Bot Beacon Tier 3
environmentaltech:nano_cont_personal_4, Personal Nano Bot Beacon Tier 4
environmentaltech:nano_cont_personal_5, Personal Nano Bot Beacon Tier 5
environmentaltech:nano_cont_personal_6, Personal Nano Bot Beacon Tier 6
industrialforegoing:petrified_fuel_generator, Petrified Fuel Generator
industrialforegoing:enchantment_refiner, Enchantment Sorter
industrialforegoing:enchantment_extractor, Enchantment Extractor
industrialforegoing:enchantment_aplicator, Enchantment Applicator
industrialforegoing:mob_relocator, Mob Crusher
industrialforegoing:potion_enervator, Potion Brewer
industrialforegoing:animal_independence_selector, Animal Baby Separator
industrialforegoing:animal_stock_increaser, Animal Feeder
industrialforegoing:crop_sower, Plant Sower
industrialforegoing:crop_enrich_material_injector, Plant Fertilizer
industrialforegoing:crop_recolector, Plant Gatherer
industrialforegoing:black_hole_unit, Black Hole Unit
industrialforegoing:water_condensator, Water Condensator
industrialforegoing:water_resources_collector, Resources Fisher
industrialforegoing:animal_resource_harvester, Animal Rancher
industrialforegoing:mob_slaughter_factory, Mob Slaughter Factory
industrialforegoing:mob_duplicator, Mob Duplicator
industrialforegoing:block_destroyer, Block Breaker
industrialforegoing:block_placer, Block Placer
industrialforegoing:tree_fluid_extractor, Tree Fluid Extractor
industrialforegoing:latex_processing_unit, Latex Processing Unit
industrialforegoing:sewage_composter_solidifier, Sewage Composter
industrialforegoing:animal_byproduct_recolector, Animal Sewer
industrialforegoing:sludge_refiner, Sludge Refiner
industrialforegoing:mob_detector, Mob Detector
industrialforegoing:lava_fabricator, Lava Fabricator
industrialforegoing:bioreactor, Bioreactor
industrialforegoing:biofuel_generator, Biofuel Generator
industrialforegoing:laser_base, Laser Base
industrialforegoing:laser_drill, Laser Drill
industrialforegoing:ore_processor, Ore Processor
industrialforegoing:black_hole_controller, Black Hole Controller (DEPRECATED)
industrialforegoing:black_hole_controller_reworked, Black Hole Controller v2.0
industrialforegoing:dye_mixer, Dye Mixer
industrialforegoing:enchantment_invoker, Enchantment Factory
industrialforegoing:spores_recreator, Spores Recreator
industrialforegoing:animal_growth_increaser, Animal Grower
industrialforegoing:material_stonework_factory, Material StoneWork Factory
industrialforegoing:black_hole_tank, Black Hole Tank
industrialforegoing:resourceful_furnace, Resourceful Furnace
industrialforegoing:villager_trade_exchanger, Villager Trade Exchanger
industrialforegoing:energy_field_provider, Energy Field Provider
industrialforegoing:oredictionary_converter, Ore Dictionary Converter
industrialforegoing:protein_reactor, Protein Reactor
industrialforegoing:protein_generator, Protein Generator
industrialforegoing:hydrator, Hydrator
industrialforegoing:wither_builder, Wither Builder
industrialforegoing:fluid_pump, Fluid Pump
industrialforegoing:fluid_crafter, Fluid Crafter
industrialforegoing:plant_interactor, Plant Interactor
industrialforegoing:item_splitter, Item Splitter
industrialforegoing:fluiddictionary_converter, Fluid Dictionary Converter
industrialforegoing:froster, Froster
industrialforegoing:ore_washer, Washing Factory
industrialforegoing:ore_fermenter, Fermentation Station
industrialforegoing:ore_sieve, Fluid Sieving Machine
industrialforegoing:pitiful_fuel_generator, Pitiful Fuel Generator
industrialforegoing:tinydryrubber, Tiny Dry Rubber
industrialforegoing:dryrubber, Dry Rubber
industrialforegoing:plastic, Plastic
industrialforegoing:fertilizer, Fertilizer
industrialforegoing:meat_feeder, Meat Feeder
industrialforegoing:mob_imprisonment_tool, Mob Imprisonment Tool
industrialforegoing:laser_lens:0, White§r Laser Lens
industrialforegoing:laser_lens:1, Orange§r Laser Lens
industrialforegoing:laser_lens:2, Magenta§r Laser Lens
industrialforegoing:laser_lens:3, Light Blue§r Laser Lens
industrialforegoing:laser_lens:4, Yellow§r Laser Lens
industrialforegoing:laser_lens:5, Lime§r Laser Lens
industrialforegoing:laser_lens:6, Pink§r Laser Lens
industrialforegoing:laser_lens:7, Gray§r Laser Lens
industrialforegoing:laser_lens:8, Light Gray§r Laser Lens
industrialforegoing:laser_lens:9, Cyan§r Laser Lens
industrialforegoing:laser_lens:10, Purple§r Laser Lens
industrialforegoing:laser_lens:11, Blue§r Laser Lens
industrialforegoing:laser_lens:12, Brown§r Laser Lens
industrialforegoing:laser_lens:13, Green§r Laser Lens
industrialforegoing:laser_lens:14, Red§r Laser Lens
industrialforegoing:laser_lens:15, Black§r Laser Lens
industrialforegoing:laser_lens_inverted:0, White§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:1, Orange§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:2, Magenta§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:3, Light Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:4, Yellow§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:5, Lime§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:6, Pink§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:7, Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:8, Light Gray§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:9, Cyan§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:10, Purple§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:11, Blue§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:12, Brown§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:13, Green§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:14, Red§r Laser Lens (Inverted)
industrialforegoing:laser_lens_inverted:15, Black§r Laser Lens (Inverted)
industrialforegoing:straw, Straw
industrialforegoing:conveyor_upgrade:0, Extraction Conveyor Upgrade
industrialforegoing:conveyor_upgrade:1, Insertion Conveyor Upgrade
industrialforegoing:conveyor_upgrade:2, Detection Conveyor Upgrade
industrialforegoing:conveyor_upgrade:3, Bouncing Conveyor Upgrade
industrialforegoing:conveyor_upgrade:4, Dropping Conveyor Upgrade
industrialforegoing:conveyor_upgrade:5, Blinking Conveyor Upgrade
industrialforegoing:conveyor_upgrade:6, Splitting Conveyor Upgrade
industrialforegoing:pink_slime, Pink Slime
industrialforegoing:book_manual, Industrial Foregoing's Manual
industrialforegoing:pink_slime_ingot, Pink Slime Ingot
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:infinity_drill:0, Infinity Drill
industrialforegoing:adult_filter, Adult Filter
industrialforegoing:range_addon:0, Range Addon
industrialforegoing:range_addon:1, Range Addon
industrialforegoing:range_addon:2, Range Addon
industrialforegoing:range_addon:3, Range Addon
industrialforegoing:range_addon:4, Range Addon
industrialforegoing:range_addon:5, Range Addon
industrialforegoing:range_addon:6, Range Addon
industrialforegoing:range_addon:7, Range Addon
industrialforegoing:range_addon:8, Range Addon
industrialforegoing:range_addon:9, Range Addon
industrialforegoing:range_addon:10, Range Addon
industrialforegoing:range_addon:11, Range Addon
industrialforegoing:energy_field_addon, Energy Field Addon
industrialforegoing:leaf_shearing, Leaf Shearing Addon
industrialforegoing:itemstack_transfer_addon_pull:0, Itemstack Transfer Addon (Pull/Down)
industrialforegoing:itemstack_transfer_addon_push:0, Itemstack Transfer Addon (Push/Down)
industrialforegoing:fluid_transfer_addon_pull:0, Fluid Transfer Addon (Pull/Down)
industrialforegoing:fluid_transfer_addon_push:0, Fluid Transfer Addon (Push/Down)
industrialforegoing:fortune_addon, Fortune Addon
industrialforegoing:artificial_dye:0, White§r Artificial Dye
industrialforegoing:artificial_dye:1, Orange§r Artificial Dye
industrialforegoing:artificial_dye:2, Magenta§r Artificial Dye
industrialforegoing:artificial_dye:3, Light Blue§r Artificial Dye
industrialforegoing:artificial_dye:4, Yellow§r Artificial Dye
industrialforegoing:artificial_dye:5, Lime§r Artificial Dye
industrialforegoing:artificial_dye:6, Pink§r Artificial Dye
industrialforegoing:artificial_dye:7, Gray§r Artificial Dye
industrialforegoing:artificial_dye:8, Light Gray§r Artificial Dye
industrialforegoing:artificial_dye:9, Cyan§r Artificial Dye
industrialforegoing:artificial_dye:10, Purple§r Artificial Dye
industrialforegoing:artificial_dye:11, Blue§r Artificial Dye
industrialforegoing:artificial_dye:12, Brown§r Artificial Dye
industrialforegoing:artificial_dye:13, Green§r Artificial Dye
industrialforegoing:artificial_dye:14, Red§r Artificial Dye
industrialforegoing:artificial_dye:15, Black§r Artificial Dye
industrialforegoing:conveyor:0, White§r Conveyor Belt
industrialforegoing:conveyor:1, Orange§r Conveyor Belt
industrialforegoing:conveyor:2, Magenta§r Conveyor Belt
industrialforegoing:conveyor:3, Light Blue§r Conveyor Belt
industrialforegoing:conveyor:4, Yellow§r Conveyor Belt
industrialforegoing:conveyor:5, Lime§r Conveyor Belt
industrialforegoing:conveyor:6, Pink§r Conveyor Belt
industrialforegoing:conveyor:7, Gray§r Conveyor Belt
industrialforegoing:conveyor:8, Light Gray§r Conveyor Belt
industrialforegoing:conveyor:9, Cyan§r Conveyor Belt
industrialforegoing:conveyor:10, Purple§r Conveyor Belt
industrialforegoing:conveyor:11, Blue§r Conveyor Belt
industrialforegoing:conveyor:12, Brown§r Conveyor Belt
industrialforegoing:conveyor:13, Green§r Conveyor Belt
industrialforegoing:conveyor:14, Red§r Conveyor Belt
industrialforegoing:conveyor:15, Black§r Conveyor Belt
industrialforegoing:black_hole_label, Black Hole Label
harvestcraft:blackberryitem, Blackberry
harvestcraft:blackberryseeditem, Blackberry Seed
harvestcraft:blueberryitem, Blueberry
harvestcraft:blueberryseeditem, Blueberry Seed
harvestcraft:candleberryitem, Candleberry
harvestcraft:candleberryseeditem, Candleberry Seed
harvestcraft:raspberryitem, Raspberry
harvestcraft:raspberryseeditem, Raspberry Seed
harvestcraft:strawberryitem, Strawberry
harvestcraft:strawberryseeditem, Strawberry Seed
harvestcraft:cactusfruititem, Cactus Fruit
harvestcraft:cactusfruitseeditem, Cactus Fruit Seed
harvestcraft:asparagusitem, Asparagus
harvestcraft:asparagusseeditem, Asparagus Seed
harvestcraft:barleyitem, Barley
harvestcraft:barleyseeditem, Barley Seed
harvestcraft:oatsitem, Oats
harvestcraft:oatsseeditem, Oats Seed
harvestcraft:ryeitem, Rye
harvestcraft:ryeseeditem, Rye Seed
harvestcraft:cornitem, Corn
harvestcraft:cornseeditem, Corn Seed
harvestcraft:bambooshootitem, Bamboo Shoot
harvestcraft:bambooshootseeditem, Bamboo Shoot Seed
harvestcraft:cantaloupeitem, Cantaloupe
harvestcraft:cantaloupeseeditem, Cantaloupe Seed
harvestcraft:cucumberitem, Cucumber
harvestcraft:cucumberseeditem, Cucumber Seed
harvestcraft:wintersquashitem, Winter Squash
harvestcraft:wintersquashseeditem, Winter Squash Seed
harvestcraft:zucchiniitem, Zucchini
harvestcraft:zucchiniseeditem, Zucchini Seed
harvestcraft:beetitem, Beet
harvestcraft:beetseeditem, Beet Seed
harvestcraft:onionitem, Onion
harvestcraft:onionseeditem, Onion Seed
harvestcraft:parsnipitem, Parsnip
harvestcraft:parsnipseeditem, Parsnip Seed
harvestcraft:peanutitem, Peanut
harvestcraft:peanutseeditem, Peanut Seed
harvestcraft:radishitem, Radish
harvestcraft:radishseeditem, Radish Seed
harvestcraft:rutabagaitem, Rutabaga
harvestcraft:rutabagaseeditem, Rutabaga Seed
harvestcraft:sweetpotatoitem, Sweet Potato
harvestcraft:sweetpotatoseeditem, Sweet Potato Seed
harvestcraft:turnipitem, Turnip
harvestcraft:turnipseeditem, Turnip Seed
harvestcraft:rhubarbitem, Rhubarb
harvestcraft:rhubarbseeditem, Rhubarb Seed
harvestcraft:celeryitem, Celery
harvestcraft:celeryseeditem, Celery Seed
harvestcraft:garlicitem, Garlic
harvestcraft:garlicseeditem, Garlic Seed
harvestcraft:gingeritem, Ginger
harvestcraft:gingerseeditem, Ginger Seed
harvestcraft:spiceleafitem, Spice Leaf
harvestcraft:spiceleafseeditem, Spice Leaf Seed
harvestcraft:tealeafitem, Tea Leaf
harvestcraft:teaseeditem, Tea Seed
harvestcraft:coffeebeanitem, Coffee Beans
harvestcraft:coffeeseeditem, Coffee Seed
harvestcraft:mustardseedsitem, Mustard Seeds
harvestcraft:mustardseeditem, Mustard Seed
harvestcraft:broccoliitem, Broccoli
harvestcraft:broccoliseeditem, Broccoli Seed
harvestcraft:caulifloweritem, Cauliflower
harvestcraft:cauliflowerseeditem, Cauliflower Seed
harvestcraft:leekitem, Leek
harvestcraft:leekseeditem, Leek Seed
harvestcraft:lettuceitem, Lettuce
harvestcraft:lettuceseeditem, Lettuce Seed
harvestcraft:scallionitem, Scallion
harvestcraft:scallionseeditem, Scallion Seed
harvestcraft:artichokeitem, Artichoke
harvestcraft:artichokeseeditem, Artichoke Seed
harvestcraft:brusselsproutitem, Brussel Sprout
harvestcraft:brusselsproutseeditem, Brussel Sprout Seed
harvestcraft:cabbageitem, Cabbage
harvestcraft:cabbageseeditem, Cabbage Seed
harvestcraft:spinachitem, Spinach
harvestcraft:spinachseeditem, Spinach Seed
harvestcraft:whitemushroomitem, White Mushroom
harvestcraft:whitemushroomseeditem, White Mushroom Spore
harvestcraft:beanitem, Beans
harvestcraft:beanseeditem, Bean Seed
harvestcraft:soybeanitem, Soybean
harvestcraft:soybeanseeditem, Soybean Seed
harvestcraft:bellpepperitem, Bellpepper
harvestcraft:bellpepperseeditem, Bellpepper Seed
harvestcraft:chilipepperitem, Chili Pepper
harvestcraft:chilipepperseeditem, Chili Pepper Seed
harvestcraft:eggplantitem, Eggplant
harvestcraft:eggplantseeditem, Eggplant Seed
harvestcraft:okraitem, Okra
harvestcraft:okraseeditem, Okra Seed
harvestcraft:peasitem, Peas
harvestcraft:peasseeditem, Peas Seed
harvestcraft:tomatoitem, Tomato
harvestcraft:tomatoseeditem, Tomato Seed
harvestcraft:cottonitem, Cotton
harvestcraft:cottonseeditem, Cotton Seed
harvestcraft:pineappleitem, Pineapple
harvestcraft:pineappleseeditem, Pineapple Seed
harvestcraft:grapeitem, Grape
harvestcraft:grapeseeditem, Grape Seed
harvestcraft:kiwiitem, Kiwi
harvestcraft:kiwiseeditem, Kiwi Seed
harvestcraft:cranberryitem, Cranberry
harvestcraft:cranberryseeditem, Cranberry Seed
harvestcraft:riceitem, Rice
harvestcraft:riceseeditem, Rice Seed
harvestcraft:seaweeditem, Seaweed
harvestcraft:seaweedseeditem, Seaweed Seed
harvestcraft:curryleafitem, Curry Leaf
harvestcraft:curryleafseeditem, Curry Leaf Seed
harvestcraft:sesameseedsitem, Sesame Seeds
harvestcraft:sesameseedsseeditem, Sesame Seeds Seed
harvestcraft:waterchestnutitem, Water Chestnut
harvestcraft:waterchestnutseeditem, Water Chestnut Seed
harvestcraft:gigapickleitem, Giga Pickle
harvestcraft:gigapickleseeditem, Giga Pickle Seed
harvestcraft:kaleitem, Kale
harvestcraft:kaleseeditem, Kale Seed
harvestcraft:agaveitem, Agave
harvestcraft:agaveseeditem, Agave Seed
harvestcraft:amaranthitem, Amaranth
harvestcraft:amaranthseeditem, Amaranth Seed
harvestcraft:arrowrootitem, Arrowroot
harvestcraft:arrowrootseeditem, Arrowroot Seed
harvestcraft:cassavaitem, Cassava
harvestcraft:cassavaseeditem, Cassava Seed
harvestcraft:chickpeaitem, Chickpeas
harvestcraft:chickpeaseeditem, Chickpea Seed
harvestcraft:elderberryitem, Elderberry
harvestcraft:elderberryseeditem, Elderberry Seed
harvestcraft:flaxitem, Flax
harvestcraft:flaxseeditem, Flax Seed
harvestcraft:greengrapeitem, Green Grape
harvestcraft:greengrapeseeditem, Green Grape Seed
harvestcraft:huckleberryitem, Huckleberry
harvestcraft:huckleberryseeditem, Huckleberry Seed
harvestcraft:jicamaitem, Jicama
harvestcraft:jicamaseeditem, Jicama Seed
harvestcraft:juteitem, Jute
harvestcraft:juteseeditem, Jute Seed
harvestcraft:kenafitem, Kenaf
harvestcraft:kenafseeditem, Kenaf Seed
harvestcraft:kohlrabiitem, Kohlrabi
harvestcraft:kohlrabiseeditem, Kohlrabi Seed
harvestcraft:lentilitem, Lentils
harvestcraft:lentilseeditem, Lentil Seed
harvestcraft:milletitem, Millet
harvestcraft:milletseeditem, Millet Seed
harvestcraft:mulberryitem, Mulberry
harvestcraft:mulberryseeditem, Mulberry Seed
harvestcraft:quinoaitem, Quinoa
harvestcraft:quinoaseeditem, Quinoa Seed
harvestcraft:sisalitem, Sisal
harvestcraft:sisalseeditem, Sisal Seed
harvestcraft:taroitem, Taro
harvestcraft:taroseeditem, Taro Seed
harvestcraft:tomatilloitem, Tomatillo
harvestcraft:tomatilloseeditem, Tomatillo Seed
harvestcraft:juniperberryitem, Juniperberry
harvestcraft:juniperberryseeditem, Juniperberry Seed
harvestcraft:date_sapling, Date Sapling
harvestcraft:dateitem, Date
harvestcraft:pamdate, Date
harvestcraft:papaya_sapling, Papaya Sapling
harvestcraft:papayaitem, Papaya
harvestcraft:pampapaya, Papaya
harvestcraft:cherry_sapling, Cherry Sapling
harvestcraft:cherryitem, Cherry
harvestcraft:pamcherry, Cherry
harvestcraft:fig_sapling, Fig Sapling
harvestcraft:figitem, Fig
harvestcraft:pamfig, Fig
harvestcraft:soursop_sapling, Soursop Sapling
harvestcraft:soursopitem, Soursop
harvestcraft:pamsoursop, Soursop
harvestcraft:dragonfruit_sapling, Dragonfruit Sapling
harvestcraft:dragonfruititem, Dragonfruit
harvestcraft:pamdragonfruit, Dragonfruit
harvestcraft:rambutan_sapling, Rambutan Sapling
harvestcraft:rambutanitem, Rambutan
harvestcraft:pamrambutan, Rambutan
harvestcraft:jackfruit_sapling, Jackfruit Sapling
harvestcraft:jackfruititem, Jackfruit
harvestcraft:pamjackfruit, Jackfruit
harvestcraft:passionfruit_sapling, Passion Fruit Sapling
harvestcraft:passionfruititem, Passion Fruit
